Date,Sydney(SYDD),Melbourne (MELD),Brisbane inc Gold Coast (BRID),Adelaide (ADED),Perth (PERD),5 Cap City Aggregate (AUSD)
2018-01-23,173.04,156.58,108.41,115.43,96.56,145.67
2018-01-22,172.98,156.63,108.37,115.53,96.58,145.66
2018-01-21,173.01,156.62,108.35,115.51,96.63,145.67
2018-01-20,173.06,156.65,108.31,115.50,96.65,145.70
2018-01-19,173.08,156.64,108.32,115.50,96.66,145.71
2018-01-18,173.14,156.73,108.35,115.47,96.68,145.76
2018-01-17,173.13,156.74,108.32,115.44,96.67,145.74
2018-01-16,173.20,156.78,108.30,115.40,96.69,145.78
2018-01-15,173.28,156.83,108.31,115.46,96.71,145.84
2018-01-14,173.31,156.89,108.28,115.40,96.71,145.86
2018-01-13,173.34,156.86,108.29,115.36,96.69,145.86
2018-01-12,173.39,156.88,108.30,115.38,96.68,145.89
2018-01-11,173.43,156.89,108.31,115.32,96.64,145.90
2018-01-10,173.45,156.92,108.31,115.41,96.63,145.92
2018-01-09,173.50,156.92,108.31,115.40,96.59,145.94
2018-01-08,173.52,156.95,108.32,115.44,96.64,145.96
2018-01-07,173.63,156.98,108.32,115.45,96.65,146.01
2018-01-06,173.65,156.96,108.31,115.48,96.66,146.01
2018-01-05,173.67,156.93,108.30,115.47,96.61,146.01
2018-01-04,173.69,156.95,108.31,115.45,96.60,146.02
2018-01-03,173.69,156.93,108.31,115.44,96.60,146.02
2018-01-02,173.70,156.91,108.30,115.48,96.63,146.02
2018-01-01,173.73,156.88,108.28,115.51,96.67,146.03
2017-12-31,173.74,156.87,108.28,115.52,96.69,146.04
2017-12-30,173.72,156.80,108.29,115.48,96.68,146.01
2017-12-29,173.73,156.80,108.30,115.48,96.73,146.02
2017-12-28,173.72,156.80,108.30,115.54,96.73,146.03
2017-12-27,173.74,156.77,108.32,115.55,96.74,146.03
2017-12-26,173.71,156.75,108.29,115.51,96.70,146.01
2017-12-25,173.72,156.72,108.28,115.48,96.73,146.00
2017-12-24,173.71,156.69,108.28,115.46,96.77,145.99
2017-12-23,173.70,156.67,108.28,115.43,96.76,145.98
2017-12-22,173.75,156.65,108.28,115.43,96.75,145.99
2017-12-21,173.78,156.66,108.25,115.40,96.80,146.01
2017-12-20,173.84,156.70,108.27,115.37,96.82,146.05
2017-12-19,173.92,156.73,108.26,115.37,96.84,146.09
2017-12-18,173.93,156.74,108.30,115.32,96.85,146.10
2017-12-17,174.04,156.79,108.34,115.31,96.91,146.17
2017-12-16,174.14,156.77,108.35,115.37,96.94,146.22
2017-12-15,174.26,156.84,108.34,115.35,96.89,146.28
2017-12-14,174.38,156.89,108.38,115.31,96.93,146.35
2017-12-13,174.38,156.88,108.39,115.32,96.98,146.35
2017-12-12,174.44,156.94,108.37,115.31,97.06,146.40
2017-12-11,174.50,157.01,108.38,115.36,97.08,146.45
2017-12-10,174.61,157.03,108.36,115.38,97.11,146.50
2017-12-09,174.62,157.03,108.35,115.42,97.09,146.50
2017-12-08,174.72,157.07,108.34,115.42,97.08,146.55
2017-12-07,174.87,157.10,108.31,115.33,97.06,146.59
2017-12-06,174.91,157.08,108.28,115.37,97.07,146.61
2017-12-05,175.04,157.10,108.32,115.33,97.10,146.67
2017-12-04,175.13,157.17,108.34,115.34,97.10,146.73
2017-12-03,175.26,157.16,108.35,115.28,97.12,146.78
2017-12-02,175.27,157.16,108.35,115.25,97.12,146.79
2017-12-01,174.50,157.24,109.35,113.24,95.43,146.24
2017-11-30,174.55,157.24,109.38,113.22,95.43,146.26
2017-11-29,174.59,157.26,109.38,113.18,95.39,146.27
2017-11-28,174.53,157.13,109.37,113.18,95.44,146.22
2017-11-27,174.64,157.11,109.35,113.15,95.44,146.26
2017-11-26,174.76,157.16,109.34,113.10,95.39,146.30
2017-11-25,174.83,157.12,109.35,113.12,95.39,146.32
2017-11-24,174.91,157.13,109.39,113.09,95.33,146.35
2017-11-23,174.94,157.01,109.36,113.12,95.31,146.31
2017-11-22,174.91,156.95,109.34,113.11,95.26,146.28
2017-11-21,175.05,156.78,109.27,113.10,95.29,146.27
2017-11-20,175.15,156.77,109.22,113.21,95.25,146.30
2017-11-19,175.26,156.76,109.23,113.20,95.24,146.34
2017-11-18,175.25,156.78,109.27,113.17,95.23,146.34
2017-11-17,175.28,156.80,109.27,113.18,95.30,146.37
2017-11-16,175.32,156.70,109.36,113.14,95.13,146.34
2017-11-15,175.29,156.63,109.33,113.12,95.15,146.30
2017-11-14,175.36,156.64,109.34,113.13,95.08,146.33
2017-11-13,175.31,156.63,109.34,113.13,95.12,146.31
2017-11-12,175.32,156.57,109.31,113.13,95.06,146.28
2017-11-11,175.37,156.56,109.31,113.17,95.13,146.31
2017-11-10,175.63,156.55,109.36,113.34,95.13,146.42
2017-11-09,175.60,156.55,109.34,113.36,95.14,146.40
2017-11-08,175.59,156.51,109.31,113.33,95.16,146.38
2017-11-07,175.64,156.48,109.31,113.32,95.14,146.39
2017-11-06,175.68,156.47,109.30,113.28,95.15,146.39
2017-11-05,175.76,156.49,109.34,113.26,95.24,146.44
2017-11-04,175.78,156.49,109.35,113.22,95.25,146.45
2017-11-03,175.86,156.49,109.36,113.19,95.26,146.48
2017-11-02,175.82,156.44,109.36,113.23,95.24,146.45
2017-11-01,175.79,156.42,109.34,113.22,95.23,146.43
2017-10-31,175.81,156.42,109.30,113.21,95.23,146.43
2017-10-30,175.75,156.41,109.36,113.28,95.24,146.41
2017-10-29,175.89,156.41,109.34,113.24,95.18,146.46
2017-10-28,175.91,156.42,109.37,113.22,95.19,146.47
2017-10-27,176.00,156.40,109.34,113.17,95.20,146.49
2017-10-26,176.00,156.40,109.34,113.17,95.20,146.49
2017-10-25,175.95,156.31,109.33,113.19,95.18,146.44
2017-10-24,176.16,156.14,109.35,113.21,95.18,146.47
2017-10-23,176.16,156.14,109.35,113.21,95.18,146.47
2017-10-22,176.14,156.16,109.32,113.23,95.22,146.47
2017-10-21,176.13,156.11,109.37,113.22,95.23,146.46
2017-10-20,176.21,156.18,109.32,113.25,95.22,146.50
2017-10-19,176.19,156.16,109.34,113.21,95.29,146.50
2017-10-18,176.17,156.15,109.33,113.22,95.27,146.49
2017-10-17,176.30,156.09,109.33,113.19,95.31,146.52
2017-10-16,176.33,156.07,109.34,113.22,95.32,146.53
2017-10-15,176.38,156.05,109.36,113.22,95.28,146.54
2017-10-14,176.42,156.05,109.38,113.21,95.26,146.55
2017-10-13,176.45,156.08,109.35,113.16,95.29,146.57
2017-10-12,176.63,156.08,109.34,113.31,95.29,146.64
2017-10-11,176.62,156.01,109.31,113.23,95.14,146.59
2017-10-10,176.60,155.95,109.30,113.22,95.12,146.56
2017-10-09,176.65,155.90,109.30,113.18,95.14,146.56
2017-10-08,176.67,155.79,109.32,113.15,95.08,146.52
2017-10-07,176.75,155.84,109.31,113.17,95.11,146.57
2017-10-06,176.68,155.84,109.27,113.18,95.07,146.53
2017-10-05,176.72,155.80,109.26,113.17,95.11,146.53
2017-10-04,176.69,155.77,109.24,113.17,95.10,146.51
2017-10-03,176.66,155.69,109.24,113.16,95.13,146.48
2017-10-02,176.68,155.64,109.23,113.20,95.14,146.47
2017-10-01,176.65,155.62,109.22,113.20,95.18,146.46
2017-09-30,176.66,155.59,109.21,113.17,95.18,146.45
2017-09-29,176.78,155.49,109.18,113.16,95.16,146.46
2017-09-28,176.81,155.37,109.18,113.23,95.15,146.43
2017-09-27,176.78,155.27,109.16,113.24,95.13,146.39
2017-09-26,176.81,155.29,109.13,113.24,95.17,146.41
2017-09-25,176.76,155.26,109.13,113.24,95.13,146.37
2017-09-24,176.82,155.21,109.07,113.28,95.11,146.37
2017-09-23,176.89,155.15,109.08,113.26,95.12,146.38
2017-09-22,177.00,155.09,109.08,113.34,95.08,146.39
2017-09-21,177.01,155.03,109.03,113.29,95.10,146.37
2017-09-20,176.94,155.11,109.06,113.31,95.08,146.38
2017-09-19,176.87,155.00,109.07,113.30,95.08,146.32
2017-09-18,176.88,154.97,109.09,113.27,95.08,146.32
2017-09-17,176.86,154.95,109.06,113.29,95.08,146.30
2017-09-16,176.87,154.83,109.03,113.29,95.08,146.27
2017-09-15,176.88,154.83,108.99,113.25,95.03,146.25
2017-09-14,177.13,154.85,108.96,113.26,95.01,146.34
2017-09-13,177.07,154.77,108.94,113.26,94.96,146.29
2017-09-12,177.09,154.79,108.87,113.26,94.97,146.29
2017-09-11,177.10,154.74,108.88,113.20,94.97,146.28
2017-09-10,177.15,154.72,108.91,113.20,94.94,146.29
2017-09-09,177.07,154.69,108.93,113.18,94.99,146.26
2017-09-08,177.10,154.67,108.95,113.14,94.97,146.27
2017-09-07,177.14,154.61,108.94,113.21,95.03,146.27
2017-09-06,177.10,154.55,108.93,113.20,95.04,146.24
2017-09-05,177.03,154.44,108.91,113.15,95.10,146.18
2017-09-04,177.01,154.46,108.95,113.14,95.05,146.17
2017-09-03,176.99,154.41,108.94,113.14,95.08,146.16
2017-09-02,176.97,154.37,108.94,113.13,95.09,146.14
2017-09-01,176.93,154.32,108.94,113.13,95.09,146.11
2017-08-31,176.89,154.27,108.93,113.14,95.10,146.08
2017-08-30,176.86,154.20,108.92,113.14,95.12,146.05
2017-08-29,176.81,154.12,108.91,113.15,95.08,146.01
2017-08-28,176.90,154.13,108.94,113.09,95.13,146.04
2017-08-27,176.82,154.14,108.94,113.15,95.22,146.04
2017-08-26,176.88,154.17,108.90,113.15,95.35,146.08
2017-08-25,176.88,154.15,108.90,113.14,95.35,146.07
2017-08-24,176.87,154.13,108.90,113.15,95.37,146.07
2017-08-23,176.82,154.07,108.88,113.16,95.34,146.03
2017-08-22,176.79,154.06,108.87,113.16,95.38,146.01
2017-08-21,176.82,154.03,108.86,113.21,95.42,146.03
2017-08-20,176.99,153.97,108.86,113.24,95.42,146.07
2017-08-19,177.00,153.95,108.83,113.21,95.47,146.07
2017-08-18,176.99,153.88,108.86,113.26,95.47,146.05
2017-08-17,176.99,153.86,108.81,113.22,95.50,146.04
2017-08-16,177.02,153.80,108.83,113.20,95.49,146.03
2017-08-15,176.95,153.74,108.79,113.24,95.50,145.99
2017-08-14,176.94,153.79,108.81,113.20,95.43,145.99
2017-08-13,176.95,153.80,108.80,113.20,95.48,146.00
2017-08-12,176.99,153.76,108.83,113.16,95.47,146.01
2017-08-11,176.95,153.66,108.84,113.21,95.56,145.99
2017-08-10,177.00,153.67,108.87,113.19,95.55,146.01
2017-08-09,176.97,153.65,108.83,113.18,95.62,145.99
2017-08-08,176.94,153.76,108.83,113.17,95.68,146.02
2017-08-07,176.95,153.68,108.83,113.19,95.70,146.01
2017-08-06,176.91,153.67,108.79,113.20,95.77,146.00
2017-08-05,176.91,153.62,108.79,113.19,95.78,145.99
2017-08-04,176.95,153.55,108.78,113.14,95.82,145.98
2017-08-03,176.98,153.53,108.77,113.14,95.81,145.98
2017-08-02,176.99,153.49,108.76,113.15,95.80,145.96
2017-08-01,176.93,153.39,108.75,113.13,95.78,145.90
2017-07-31,176.89,153.44,108.73,113.11,95.90,145.92
2017-07-30,176.93,153.46,108.74,113.11,95.92,145.94
2017-07-29,176.87,153.42,108.74,113.12,95.96,145.91
2017-07-28,176.86,153.41,108.73,113.11,95.95,145.90
2017-07-27,176.79,153.37,108.71,113.07,95.98,145.86
2017-07-26,176.76,153.37,108.71,113.12,96.01,145.86
2017-07-25,176.74,153.34,108.70,113.12,96.03,145.84
2017-07-24,176.78,153.29,108.71,113.08,96.03,145.84
2017-07-23,176.75,153.27,108.70,113.10,96.10,145.84
2017-07-22,176.68,153.22,108.71,113.11,96.09,145.80
2017-07-21,176.69,153.10,108.70,113.00,96.09,145.75
2017-07-20,176.70,153.10,108.68,112.96,96.12,145.76
2017-07-19,176.67,153.08,108.67,112.91,96.09,145.73
2017-07-18,176.62,153.04,108.68,112.96,96.08,145.71
2017-07-17,176.57,153.02,108.72,113.02,96.12,145.70
2017-07-16,176.61,153.03,108.71,113.00,96.16,145.72
2017-07-15,176.56,153.01,108.72,112.97,96.20,145.70
2017-07-14,176.55,152.97,108.74,112.92,96.20,145.68
2017-07-13,176.56,152.95,108.79,112.90,96.22,145.68
2017-07-12,176.51,152.91,108.78,113.02,96.26,145.67
2017-07-11,176.53,152.92,108.78,113.01,96.29,145.68
2017-07-10,176.50,152.90,108.80,112.98,96.28,145.67
2017-07-09,176.49,152.87,108.79,112.94,96.31,145.65
2017-07-08,176.43,152.85,108.79,112.90,96.31,145.62
2017-07-07,176.44,152.80,108.78,112.90,96.32,145.61
2017-07-06,176.48,152.74,108.80,112.86,96.35,145.61
2017-07-05,176.50,152.71,108.81,112.91,96.36,145.61
2017-07-04,176.47,152.68,108.80,112.89,96.37,145.60
2017-07-03,176.43,152.65,108.81,112.91,96.40,145.58
2017-07-02,176.41,152.64,108.79,112.84,96.40,145.56
2017-07-01,176.41,152.60,108.77,112.81,96.42,145.55
2017-06-30,176.39,152.52,108.76,112.80,96.40,145.51
2017-06-29,176.52,152.49,108.80,112.97,96.43,145.57
2017-06-28,176.53,152.48,108.79,112.97,96.44,145.57
2017-06-27,176.44,152.45,108.81,112.99,96.48,145.54
2017-06-26,176.47,152.45,108.81,112.87,96.52,145.55
2017-06-25,176.54,152.36,108.80,112.90,96.54,145.55
2017-06-24,176.47,152.32,108.77,112.87,96.54,145.51
2017-06-23,176.49,152.27,108.71,112.84,96.56,145.49
2017-06-22,176.50,152.20,108.72,112.80,96.56,145.48
2017-06-21,176.49,152.17,108.76,112.92,96.57,145.48
2017-06-20,176.60,152.15,108.75,112.95,96.56,145.52
2017-06-19,176.62,152.15,108.74,112.95,96.56,145.53
2017-06-18,176.66,152.10,108.78,112.96,96.62,145.54
2017-06-17,176.59,152.02,108.79,112.96,96.69,145.50
2017-06-16,176.52,152.09,108.76,112.96,96.71,145.49
2017-06-15,176.52,152.10,108.76,113.00,96.69,145.49
2017-06-14,176.51,152.05,108.76,112.98,96.64,145.47
2017-06-13,176.47,151.97,108.75,113.00,96.68,145.43
2017-06-12,176.45,151.94,108.72,113.05,96.68,145.42
2017-06-11,176.39,151.88,108.77,113.07,96.67,145.38
2017-06-10,176.38,151.81,108.76,113.04,96.69,145.36
2017-06-09,176.32,151.76,108.75,113.02,96.72,145.32
2017-06-08,176.36,151.72,108.83,112.98,96.73,145.33
2017-06-07,176.31,151.70,108.78,112.93,96.75,145.30
2017-06-06,176.32,151.60,108.82,112.97,96.77,145.28
2017-06-05,176.28,151.61,108.80,113.03,96.72,145.26
2017-06-04,176.35,151.56,108.79,113.00,96.65,145.25
2017-06-03,176.32,151.48,108.75,112.99,96.66,145.22
2017-06-02,176.33,151.34,108.73,112.97,96.69,145.18
2017-06-01,176.28,151.32,108.71,112.91,96.69,145.15
2017-05-31,176.35,151.35,108.72,112.95,96.69,145.19
2017-05-30,176.30,151.30,108.77,112.94,96.72,145.17
2017-05-29,176.23,151.26,108.77,112.89,96.77,145.13
2017-05-28,176.21,151.27,108.77,112.87,96.83,145.14
2017-05-27,176.19,151.24,108.75,112.79,96.82,145.11
2017-05-26,176.11,151.03,108.73,112.74,96.84,145.02
2017-05-25,176.14,150.99,108.74,112.69,96.82,145.01
2017-05-24,176.13,150.92,108.74,112.64,96.86,144.99
2017-05-23,176.12,150.88,108.73,112.71,96.93,144.98
2017-05-22,176.08,150.82,108.73,112.56,96.91,144.95
2017-05-21,176.01,150.82,108.74,112.56,96.92,144.92
2017-05-20,176.05,150.80,108.69,112.58,96.96,144.93
2017-05-19,175.91,150.55,108.68,112.55,96.98,144.80
2017-05-18,176.01,150.53,108.70,112.49,96.99,144.83
2017-05-17,175.96,150.50,108.72,112.52,97.07,144.82
2017-05-16,175.89,150.46,108.76,112.46,97.09,144.79
2017-05-15,175.86,150.43,108.73,112.50,97.15,144.77
2017-05-14,175.87,150.44,108.68,112.55,97.14,144.78
2017-05-13,175.83,150.44,108.68,112.51,97.14,144.76
2017-05-12,175.67,150.32,108.65,112.51,97.16,144.66
2017-05-11,175.63,150.34,108.65,112.41,97.22,144.66
2017-05-10,175.61,150.29,108.66,112.42,97.22,144.63
2017-05-09,175.56,150.27,108.67,112.30,97.21,144.60
2017-05-08,175.57,150.22,108.66,112.32,97.18,144.59
2017-05-07,175.51,150.14,108.65,112.30,97.24,144.54
2017-05-06,175.48,150.11,108.63,112.26,97.27,144.52
2017-05-05,175.36,150.00,108.59,112.28,97.27,144.44
2017-05-04,175.35,149.96,108.59,112.20,97.26,144.42
2017-05-03,175.35,149.99,108.57,112.31,97.28,144.44
2017-05-02,175.34,149.90,108.55,112.31,97.28,144.41
2017-05-01,175.28,149.90,108.53,112.23,97.26,144.38
2017-04-30,175.20,149.94,108.51,112.17,97.29,144.36
2017-04-29,175.17,149.92,108.48,112.10,97.27,144.33
2017-04-28,175.08,149.75,108.47,112.11,97.32,144.25
2017-04-27,175.06,149.70,108.48,111.98,97.37,144.23
2017-04-26,175.00,149.62,108.48,111.97,97.37,144.19
2017-04-25,174.95,149.57,108.42,111.90,97.38,144.14
2017-04-24,174.90,149.51,108.44,111.85,97.40,144.10
2017-04-23,174.89,149.44,108.47,111.79,97.47,144.09
2017-04-22,174.83,149.42,108.45,111.82,97.48,144.06
2017-04-21,174.77,149.40,108.39,111.79,97.46,144.02
2017-04-20,174.77,149.32,108.38,111.74,97.43,143.99
2017-04-19,174.74,149.32,108.34,111.71,97.38,143.97
2017-04-18,174.66,149.24,108.33,111.69,97.43,143.92
2017-04-17,174.65,149.19,108.33,111.70,97.41,143.90
2017-04-16,174.60,149.11,108.33,111.66,97.43,143.86
2017-04-15,174.54,149.06,108.32,111.61,97.42,143.82
2017-04-14,174.48,148.99,108.30,111.61,97.41,143.77
2017-04-13,174.37,148.92,108.28,111.55,97.44,143.71
2017-04-12,174.25,148.88,108.25,111.48,97.50,143.65
2017-04-11,174.27,148.87,108.31,111.38,97.47,143.66
2017-04-10,174.32,148.81,108.30,111.30,97.46,143.65
2017-04-09,174.27,148.80,108.29,111.24,97.46,143.63
2017-04-08,174.17,148.78,108.25,111.22,97.47,143.58
2017-04-07,174.01,148.66,108.18,111.22,97.47,143.47
2017-04-06,173.93,148.65,108.20,111.23,97.43,143.43
2017-04-05,173.94,148.60,108.16,111.16,97.41,143.41
2017-04-04,173.96,148.54,108.16,111.14,97.39,143.39
2017-04-03,173.81,148.51,108.17,111.09,97.42,143.33
2017-04-02,173.70,148.47,108.15,111.10,97.43,143.28
2017-04-01,173.64,148.43,108.14,111.09,97.45,143.24
2017-03-31,173.56,148.28,108.10,111.08,97.43,143.16
2017-03-30,173.67,148.26,108.09,111.12,97.44,143.20
2017-03-29,173.62,148.23,108.08,111.07,97.47,143.17
2017-03-28,173.61,148.24,108.07,111.04,97.45,143.16
2017-03-27,173.61,148.24,108.04,111.12,97.48,143.17
2017-03-26,173.55,148.22,107.98,111.17,97.49,143.13
2017-03-25,173.49,148.18,107.96,111.14,97.49,143.09
2017-03-24,173.28,147.97,107.95,111.10,97.48,142.94
2017-03-23,173.14,147.92,107.94,111.06,97.45,142.87
2017-03-22,173.02,147.92,107.93,111.05,97.54,142.84
2017-03-21,172.93,147.86,107.89,111.08,97.55,142.78
2017-03-20,172.88,147.81,107.85,111.08,97.53,142.75
2017-03-19,172.89,147.76,107.81,110.97,97.53,142.72
2017-03-18,172.81,147.72,107.81,110.96,97.50,142.68
2017-03-17,172.67,147.47,107.83,110.97,97.50,142.56
2017-03-16,172.58,147.41,107.76,110.96,97.50,142.50
2017-03-15,172.49,147.37,107.76,110.98,97.53,142.45
2017-03-14,172.41,147.30,107.74,110.94,97.53,142.40
2017-03-13,172.44,147.21,107.71,110.95,97.54,142.38
2017-03-12,172.36,147.15,107.67,110.94,97.53,142.33
2017-03-11,172.24,147.13,107.68,110.92,97.49,142.27
2017-03-10,172.05,147.13,107.66,110.90,97.45,142.19
2017-03-09,172.03,147.12,107.63,110.90,97.45,142.18
2017-03-08,171.95,147.10,107.65,110.91,97.37,142.13
2017-03-07,171.90,147.04,107.59,110.96,97.37,142.09
2017-03-06,171.78,147.02,107.59,110.92,97.40,142.05
2017-03-05,171.72,147.07,107.57,110.89,97.43,142.05
2017-03-04,171.66,147.03,107.58,110.88,97.46,142.01
2017-03-03,171.46,146.71,107.53,110.87,97.45,141.84
2017-03-02,171.44,146.62,107.50,110.91,97.44,141.80
2017-03-01,171.40,146.56,107.48,110.90,97.49,141.77
2017-02-28,171.35,146.46,107.46,110.83,97.46,141.71
2017-02-27,171.16,146.43,107.40,110.87,97.52,141.64
2017-02-26,171.18,146.44,107.37,110.83,97.53,141.64
2017-02-25,171.08,146.38,107.37,110.81,97.51,141.59
2017-02-24,170.67,146.02,107.33,110.82,97.50,141.32
2017-02-23,170.62,146.04,107.30,110.75,97.54,141.30
2017-02-22,170.58,146.01,107.32,110.71,97.59,141.29
2017-02-21,170.47,146.00,107.31,110.67,97.58,141.24
2017-02-20,170.45,145.94,107.28,110.70,97.65,141.22
2017-02-19,170.38,145.91,107.24,110.64,97.63,141.17
2017-02-18,170.33,145.94,107.23,110.62,97.53,141.15
2017-02-17,170.17,145.65,107.19,110.62,97.55,141.01
2017-02-16,170.04,145.58,107.14,110.62,97.53,140.93
2017-02-15,169.98,145.55,107.13,110.60,97.50,140.89
2017-02-14,169.89,145.53,107.12,110.63,97.46,140.84
2017-02-13,169.84,145.50,107.09,110.63,97.52,140.83
2017-02-12,169.86,145.43,107.08,110.60,97.56,140.82
2017-02-11,169.82,145.41,107.07,110.60,97.54,140.80
2017-02-10,169.77,145.31,107.05,110.61,97.53,140.74
2017-02-09,169.72,145.26,107.01,110.67,97.46,140.70
2017-02-08,169.67,145.23,106.99,110.69,97.49,140.68
2017-02-07,169.58,145.22,106.97,110.74,97.50,140.64
2017-02-06,169.58,145.18,106.94,110.71,97.50,140.63
2017-02-05,169.51,145.19,106.95,110.70,97.50,140.61
2017-02-04,169.45,145.14,106.93,110.72,97.51,140.58
2017-02-03,169.38,145.05,106.95,110.70,97.48,140.52
2017-02-02,169.35,145.07,106.96,110.70,97.49,140.51
2017-02-01,169.32,145.00,106.92,110.67,97.49,140.48
2017-01-31,169.30,144.99,106.96,110.65,97.49,140.47
2017-01-30,169.26,144.92,106.95,110.59,97.52,140.44
2017-01-29,169.26,144.88,106.98,110.58,97.48,140.42
2017-01-28,169.20,144.83,106.96,110.59,97.47,140.38
2017-01-27,169.10,144.76,106.92,110.60,97.40,140.31
2017-01-26,169.06,144.72,106.92,110.50,97.43,140.28
2017-01-25,169.00,144.73,106.91,110.50,97.39,140.26
2017-01-24,168.92,144.71,106.88,110.56,97.38,140.22
2017-01-23,168.90,144.72,106.89,110.63,97.37,140.22
2017-01-22,168.80,144.74,106.86,110.54,97.35,140.18
2017-01-21,168.72,144.67,106.82,110.53,97.34,140.12
2017-01-20,168.69,144.62,106.78,110.51,97.35,140.09
2017-01-19,168.61,144.57,106.78,110.53,97.33,140.05
2017-01-18,168.58,144.61,106.75,110.49,97.30,140.04
2017-01-17,168.51,144.58,106.75,110.50,97.33,140.01
2017-01-16,168.43,144.54,106.77,110.55,97.30,139.97
2017-01-15,168.44,144.57,106.73,110.49,97.27,139.97
2017-01-14,168.33,144.52,106.71,110.46,97.23,139.91
2017-01-13,168.32,144.47,106.70,110.44,97.25,139.89
2017-01-12,168.24,144.48,106.71,110.45,97.27,139.86
2017-01-11,168.28,144.44,106.71,110.48,97.26,139.87
2017-01-10,168.21,144.40,106.68,110.46,97.27,139.83
2017-01-09,168.22,144.38,106.69,110.37,97.30,139.82
2017-01-08,168.14,144.35,106.68,110.33,97.38,139.80
2017-01-07,168.08,144.32,106.67,110.33,97.42,139.78
2017-01-06,168.04,144.29,106.65,110.32,97.43,139.75
2017-01-05,167.99,144.25,106.64,110.31,97.46,139.73
2017-01-04,167.92,144.22,106.61,110.25,97.48,139.69
2017-01-03,167.88,144.19,106.59,110.23,97.53,139.67
2017-01-02,167.85,144.17,106.60,110.28,97.53,139.65
2017-01-01,167.80,144.15,106.58,110.24,97.52,139.62
2016-12-31,167.73,144.12,106.58,110.22,97.55,139.59
2016-12-30,167.67,144.02,106.59,110.18,97.58,139.55
2016-12-29,167.57,144.00,106.56,110.18,97.60,139.50
2016-12-28,167.51,143.94,106.56,110.13,97.60,139.46
2016-12-27,167.46,143.89,106.58,110.10,97.64,139.43
2016-12-26,167.39,143.84,106.57,110.09,97.63,139.39
2016-12-25,167.31,143.82,106.54,110.04,97.62,139.35
2016-12-24,167.28,143.79,106.54,110.03,97.64,139.33
2016-12-23,167.27,143.76,106.54,109.98,97.63,139.31
2016-12-22,167.16,143.77,106.55,109.99,97.66,139.28
2016-12-21,167.23,143.83,106.52,110.06,97.64,139.32
2016-12-20,167.22,143.86,106.54,110.06,97.61,139.32
2016-12-19,167.19,143.81,106.53,110.18,97.63,139.31
2016-12-18,167.13,143.75,106.55,110.17,97.63,139.27
2016-12-17,167.09,143.68,106.55,110.19,97.68,139.24
2016-12-16,167.02,143.61,106.49,110.18,97.71,139.19
2016-12-15,167.04,143.63,106.50,110.14,97.74,139.21
2016-12-14,167.08,143.61,106.51,110.13,97.74,139.21
2016-12-13,167.03,143.56,106.51,110.09,97.77,139.18
2016-12-12,166.97,143.55,106.50,109.99,97.80,139.15
2016-12-11,167.02,143.53,106.51,109.97,97.86,139.17
2016-12-10,166.99,143.49,106.47,109.92,97.91,139.15
2016-12-09,166.84,143.33,106.50,109.91,97.95,139.05
2016-12-08,166.85,143.30,106.53,109.85,97.97,139.06
2016-12-07,166.81,143.27,106.53,109.72,98.00,139.03
2016-12-06,166.71,143.16,106.52,109.64,97.96,138.94
2016-12-05,166.66,143.14,106.50,109.60,97.95,138.92
2016-12-04,166.63,143.14,106.48,109.56,97.94,138.90
2016-12-03,166.54,143.07,106.47,109.53,97.93,138.84
2016-12-02,166.38,142.90,106.50,109.53,97.97,138.74
