Date,Sydney(SYDD),Melbourne (MELD),Brisbane inc Gold Coast (BRID),Adelaide (ADED),Perth (PERD),5 Cap City Aggregate (AUSD)
2016-12-01,166.38,142.9,106.5,109.53,97.97000000000001,138.74
2016-11-30,166.45157770958212,142.93073816039487,106.593650386546,109.60736133615856,97.77898877186875,138.7717422306959
2016-11-29,166.53110849800672,142.9375688627048,106.53511889495475,109.5709560014957,97.78410514405083,138.78937680330475
2016-11-28,166.50247741417385,142.8675541640277,106.57804198878833,109.62101333665711,97.76705057011054,138.76821531617415
2016-11-27,166.28297243812202,142.7770473584207,106.60145458542483,109.52772466658358,97.676661328227,138.64830022243407
2016-11-26,166.31001290618633,142.8880462709576,106.59950353570513,109.35252399351864,97.74317416659413,138.6870962821735
2016-11-25,166.45316832535062,143.1219978250738,106.60145458542483,109.22738065561511,97.75681782574637,138.79819408960918
2016-11-24,166.52315541916425,143.30130376071034,106.5721888396292,109.04080331546804,97.68689407259117,138.8493343501748
2016-11-23,166.66631083832849,143.54891671944648,106.59755248598542,108.95889131247664,97.441308207851,138.94103412774072
2016-11-22,166.80787564172425,143.86995972801475,106.58194408822774,108.70860463666958,97.39867177300026,139.0609492214808
2016-11-21,166.86036596208447,144.32420143162727,106.63462243065986,108.86332730898667,97.45324640960918,139.24258531935178
2016-11-20,166.75697593713252,144.52741482534867,106.61901403290221,108.94978997881093,97.46177369657934,139.27080063552592
2016-11-19,166.70766684830926,144.7835661619723,106.55462939215182,108.97026797955877,97.52146470537036,139.32899472513506
2016-11-18,166.69017007485587,145.015810040511,106.65608397757666,108.96116664589306,97.58115571416137,139.41364067365748
2016-11-17,166.68062638024495,145.20706970518998,106.8316784523504,108.92476131123023,97.5299919923405,139.48770587861458
2016-11-16,166.72039177445723,145.37100656062907,106.9428882863738,108.8337479745731,97.38843902863609,139.54237305370194
2016-11-15,166.7776539421229,145.4956668777859,107.03068552376068,108.742734637916,97.46347915397337,139.61643825865906
2016-11-14,166.51202110878478,145.5912967101254,107.11262961198842,108.52657796335536,97.4242536339107,139.54413651096283
2016-11-13,166.41976539421228,145.7210800540147,107.22579049573152,108.24443661971831,97.41402088954653,139.54413651096283
2016-11-12,166.38318123153695,145.81158685962168,107.29797933536072,108.14887261622835,97.4071990599704,139.56177108357167
2016-11-11,166.38795307884243,145.79963313057925,107.20237789909501,108.01690327807555,97.3133989032988,139.52297502383226
2016-11-10,166.4134029311383,145.77572567249436,107.25115414208773,107.96912127633055,97.2008387152929,139.5159211947887
2016-11-09,166.25434135428915,145.82524826424162,107.2004268493753,108.03510594540695,97.16161319523023,139.46654439148398
2016-11-08,166.13504517165228,145.6988802715073,107.23359469461035,107.91678860775272,97.07463486813474,139.37308115665715
2016-11-07,165.81533140218545,145.61861951936524,107.04824497123803,107.83032593792846,97.20424963008095,139.21437000317766
2016-11-06,165.64195428341984,145.5537278474206,106.84338475066868,107.71428393369064,97.36456262511967,139.1120894820464
2016-11-05,165.61650443112399,145.50591293125086,106.79070640823655,107.52543126012714,97.43278092088083,139.07505687956785
2016-11-04,165.5926451945966,145.50762060682834,106.78485325907742,107.39801258880718,97.43278092088083,139.057422306959
2016-11-03,165.56401411076376,145.44614428603867,106.66779027589492,107.34795525364578,97.3133989032988,138.99217438830632
2016-11-02,165.51947686924598,145.4034523966014,106.55853149159124,107.13179857908513,97.14114770650187,138.90752843978396
2016-11-01,165.41449622852554,145.31294559099442,106.5,106.67218122896672,97.20254417268693,138.8070113759136
2016-10-31,165.0756950698368,145.12339360189293,106.42000696149196,106.49470522248536,97.21789328923317,138.60774070543377
2016-10-30,164.99298304987522,145.03971749859588,106.41025171289341,106.44237255390752,97.06269666637654,138.528385128694
2016-10-29,164.9039085668397,144.93725696394645,106.32050342578684,106.26717188084258,97.08827852728696,138.4419757229107
